statuses_count,followers_count,friends_count,favourite_count,listed_count,default_profile_binary,profile_use_background_image,verified,tweet_freq,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate,followers_friends_ratio,screen_name_length,num_digits_in_screen_name,name_length,num_digits_in_name,description_length,IS_BOT
21246,121500,346,35894,532,0,0,0,5.981418918918919,34.20608108108108,0.09740990990990991,10.105292792792794,0.14977477477477477,351.15606936416185,1,1,2,0,8,0
45791,3227215,1946,16134,9039,0,1,1,9.543768236765318,672.6167152980408,0.405585660691955,3.362651104626928,1.8839099624843685,1658.3838643371018,1,0,2,0,13,0
875763,864968,767106,23,1371,1,1,0,278.02,274.5930158730159,243.5257142857143,0.007301587301587302,0.43523809523809526,1.1275729820911322,1,2,2,1,0,1
88862,951,275,22147,9,0,0,0,24.53395913859746,0.26256212037548315,0.0759249033683048,6.1145775814467145,0.002484815019326339,3.458181818181818,1,2,1,2,5,0
142073,1412,623,5582,12,0,1,0,33.00952602230483,0.32806691449814124,0.14474907063197026,1.2969330855018588,0.0027881040892193307,2.2664526484751204,1,0,2,0,4,0
85419,1615,182,34629,27,0,0,0,18.765158172231985,0.3547891036906854,0.03998242530755712,7.607425307557118,0.005931458699472759,8.873626373626374,1,0,2,0,6,0
4098,155,0,57,2,0,0,0,1.9176415535797848,0.07253158633598503,0.0,0.02667290594291062,0.0009358914365933552,0,1,3,0,0,0,0
22256,1231,1089,2017,68,0,0,0,5.11044776119403,0.28266360505166477,0.2500574052812859,0.46314580941446615,0.015614236509758898,1.1303948576675849,1,0,2,0,18,0
110251,378218,347,120,646,0,1,0,27.820085793590714,95.4372949785516,0.0875599293464547,0.03028009084027252,0.1630078223568004,1089.9654178674352,1,2,2,0,20,1
136670,1900367,9,53420,840,0,1,1,28.466986044574046,395.827327640075,0.0018746094563632577,11.126848573213914,0.17496354926057073,211151.88888888888,1,0,1,0,5,0
