statuses_count,followers_count,friends_count,favourite_count,listed_count,default_profile_binary,profile_use_background_image,verified,tweet_freq,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate,followers_friends_ratio,screen_name_length,num_digits_in_screen_name,name_length,num_digits_in_name,description_length,hashtags_per_post,urls_per_post,mentions_per_post,words_per_post,IS_BOT
49757 ,16596 ,16944 ,42684 ,1 ,1,1,1,57.456120092378754,19.163972286374133,19.56581986143187,49.288683602771364,0.0011547344110854503,0.9794617563739377,1,2,3,0,23,0.11,0.275,1.385,17.38,1
3569 ,87313765 ,50 ,2 ,83703 ,1,1,1,0.8321287013289811,20357.604336675216,0.011657729074376311,0.00046630916297505244,19.515737934250406,1746275.3,1,0,2,0,13,0.815,1.08,0.165,14.0,0
73786 ,161827 ,361 ,762 ,1471 ,1,1,1,17.123694592712926,37.55558134137851,0.08377813877929914,0.17683917382223255,0.3413785100951497,448.27423822714684,1,0,1,0,23,0.075,0.985,1.245,14.825,0
2 ,9 ,543 ,0 ,0 ,1,1,1,0.0035149384885764497,0.015817223198594025,0.9543057996485061,0.0,0.0,0.016574585635359115,1,8,2,0,21,0.0,0.0,0.5,21.5,1
11945 ,28513011 ,846 ,1123 ,40146 ,1,1,1,3.66523473458116,8749.006136851795,0.25958883092973306,0.34458422829088675,12.318502608162014,33703.32269503546,1,0,2,0,25,0.205,0.815,0.865,23.745,0
37970 ,1361 ,2298 ,30750 ,29 ,1,1,1,13.445467422096318,0.48194050991501414,0.8137393767705382,10.888810198300284,0.010269121813031162,0.5922541340295909,1,0,3,1,24,0.2,0.38,0.755,17.5,0
223627 ,6711313 ,1188 ,6720 ,18101 ,1,1,1,46.75454735521639,1403.1597323855322,0.2483796780263433,1.404975956512649,3.7844449090528958,5649.253367003367,1,0,3,0,12,0.03,1.005,0.12,13.98,0
16531 ,11021996 ,1374 ,6535 ,17156 ,1,1,1,3.5015886464732047,2334.674009743698,0.29104003389112476,1.384240626985808,3.6339758525736072,8021.8311499272195,1,0,2,0,27,0.11,1.44,0.505,27.165,0
1783 ,117338 ,143 ,865 ,377 ,1,1,1,0.3776742215632281,24.85447998305444,0.03029019275577208,0.18322389324295701,0.07985596271976277,820.5454545454545,1,0,3,0,23,3.085,0.99,0.5,31.6,0
5232 ,688 ,748 ,25891 ,0 ,1,1,1,1.4079655543595264,0.18514531754574812,0.20129171151776104,6.967438105489774,0.0,0.9197860962566845,1,0,3,0,9,0.12690355329949238,0.41116751269035534,0.9543147208121827,17.746192893401016,1
100086 ,560374 ,1019 ,3389 ,8025 ,1,1,1,22.196939454424484,124.27899756043469,0.22599245952539365,0.7516078953204701,1.7797737857618097,549.9254170755643,1,0,1,0,25,0.1,0.81,0.76,23.59,0
419727 ,19595248 ,266 ,0 ,65365 ,1,1,1,76.67647058823529,3579.694556083303,0.04859335038363171,0.0,11.940993788819876,73666.34586466165,1,0,2,0,16,0.0,1.0,0.0,1.425,0
20543 ,8094486 ,231 ,98 ,6108 ,1,1,1,4.364350966645421,1719.6698534098152,0.049075844486934354,0.02082005523688124,1.2976418100701084,35041.06493506493,1,0,2,0,8,0.33,0.76,0.775,26.315,0
670 ,1334 ,1812 ,0 ,4 ,1,1,1,0.16876574307304787,0.33602015113350125,0.4564231738035264,0.0,0.0010075566750629723,0.7362030905077263,1,0,2,0,17,0.075,1.005,0.0,9.705,1
16 ,2 ,48 ,14 ,0 ,1,1,1,0.024024024024024024,0.003003003003003003,0.07207207207207207,0.021021021021021023,0.0,0.041666666666666664,1,1,1,0,0,0.5625,0.8125,0.125,3.625,1
1054 ,132350 ,295 ,1757 ,625 ,1,1,1,0.44118878191712013,55.39974884889075,0.12348262871494349,0.7354541649225618,0.2616157388028464,448.64406779661016,1,0,2,0,24,0.665,0.795,1.62,20.195,0
21156 ,24545901 ,14 ,19 ,15753 ,1,1,1,11.271177410761855,13077.198188598828,0.007458710708577517,0.010122535961640916,8.392647842301544,1753278.642857143,1,0,3,0,18,0.1,0.695,1.055,22.52,0
60 ,1457 ,1213 ,0 ,34 ,1,1,1,0.012618296529968454,0.3064143007360673,0.25509989484752893,0.0,0.007150368033648791,1.2011541632316571,1,0,2,0,19,0.11666666666666667,0.0,0.11666666666666667,18.8,1
8519 ,323 ,1440 ,6693 ,2 ,1,1,1,1.9062430073842023,0.07227567688520922,0.32221973595882747,1.4976504810919669,0.00044752741105392703,0.22430555555555556,1,0,3,0,0,0.395,0.44,1.145,18.585,1
13 ,0 ,21 ,5 ,0 ,1,1,1,0.022847100175746926,0.0,0.03690685413005272,0.008787346221441126,0.0,0.0,1,1,2,0,0,0.07692307692307693,0.23076923076923078,1.1538461538461537,14.846153846153847,1
359 ,395 ,1101 ,8522 ,0 ,1,1,1,0.24256756756756756,0.2668918918918919,0.7439189189189189,5.758108108108108,0.0,0.35876475930971846,1,1,1,0,5,0.08743169398907104,0.11475409836065574,1.53551912568306,20.989071038251367,1
4739 ,36599 ,1950 ,5489 ,249 ,1,1,1,1.6949213161659513,13.089771101573676,0.6974248927038627,1.9631616595135908,0.0890557939914163,18.76871794871795,1,0,2,0,26,0.05,0.65,0.82,24.385,0
5205 ,2295055 ,338 ,2824 ,3929 ,1,1,1,1.1060348491287717,487.68699532511687,0.0718232044198895,0.6000849978750531,0.8348916277093072,6790.103550295858,1,0,2,0,5,1.7,1.395,0.79,26.115,0
1 ,0 ,108 ,359 ,0 ,1,1,1,0.001564945226917058,0.0,0.16901408450704225,0.5618153364632238,0.0,0.0,1,2,2,0,0,0.0,0.0,1.0,2.0,0
